full_text
"Tiga tokoh nasional yang digadang-gadang menjadi capres dengan elektabilitas teratas di sejumlah survei pada 2024 mendatang.Ganjar, Anies, dan Prabowo, Kamu Pilih Calon Presiden yang mana? @aniesbaswedan @ganjarpranowo @prabowo @gibran_tweet @NasDem @PDemokrat  @PDI_Perjuangan https://t.co/7l8BISfPV1"
@SantorinisSun Publik menilai ada 2 kepala daerah setingkat walikota yg bs diajak kolaborasi dg GP yaitu Mas Gibran dg kang Arya Bima. Kedua sosok tokoh mudah bisa mendongkrak suara  pemilik pemula pilih GP jd presiden di 2024
"Anies Rasyid Baswedan adalah tokoh publik yang paling banyak alami hambatan, tekanan, penjegalan, dan segala usaha untuk menghalanginya maju Pilpres. #Indonesia #Nalar?  2024 Jangan lagi salah pilih pemimpin pro status quo/oligarki. Lakukan Perubahan …💪 https://t.co/EcRsc33cWS"
"Ayah dua anak ini tidak pilih kasih. Siapapun tokoh publik yang menyambangi Solo, apapun partainya, Gibran Rakabuming selalu menyempatkan untuk menemani sekalian bersilaturahmi.  #SemuaDukungPrabowo #IkutPakde Prabowo Subianto"
"Ingat, apa yang terpampang di media sosial itu adalah hasil  beberapa kali re-take, kemudian pilih yang paling bagus, pakai filter dari beragam filter.  Jadi gk semuanya sesuai kenyataan apa yang di posting tokoh politik, publik figur, Aktris, Aktor, dll."
"@gibran_tweet Sudah berhari-hari,kami menunggu. Mohon Mas Wali dapat membaca pesan dan surat kami. Buktikan anda tidak tebang pilih sebagai pejabat sekaligus tokoh publik dalam merespon masyarakat. Terimakasih🙏"
"Rasanya kerja tokoh publik top down adalah sejarah orde lama, sekarang jamannya bottom up, suara kita wajib didengar oleh orang yang kita pilih, baik saat pencoblosan maupun saat bekerja selama 5 tahun, salah satunya melalui media sosial"
"Beruntung di era sekarang, kita bisa dengan mudah mengawasi tokoh publik, dulu susah sekali kita tahu apa saja yang dikerjakan orang yang kita pilih"
"Saya pikir, Gubernur jabar memang milik wargi jabar, sudah seharusnya tokoh publik rajin ngonten sebagai bentuk laporan ke publik, kita pilih dia utk kerja sebagai perwakilan kita selama 5 tahun, tentu sebagai pemilik kita harus awasi, dan harus terima laporan  - A Thread"
@mas_udS @FaktaSepakbola kalo udah jadi tokoh publik besar semua ucapan itu bakal berpengaruh paling gampang dulu ronaldo geser coca cola terus pilih air putih sampe saham coca cola anjlok lo pikir dia pake statmen resmi segala ???? pikir kembali itu semua. DASAR LUCU!!
@KepaArgawinata2 Asuuuu semua mereka mari kita tetapkan jgn pilih mereka sebagai tokoh publik😡😡😡
"@DokterTifa @aniesbaswedan Figur harus punya identitas yang jelas dan tegas + sehingga publik gak dibuat bingung... Sejauh ini Anies sudah ter-branding dg baik sbg tokoh intelektual religius ... Meski dianggap politik identitas, padahal identitas itu penting...! Biar rakyat gak salah pilih..!!!"
